time,planned_x,planned_y,planned_z,actual_x,actual_y,actual_z,position_error,velocity_error
0.0,0.0,0.0,0.0,-0.5553447400659894,0.3597373516900256,0.03475940267687021,0.6625910945631305,0.00616170585880322
0.02,0.007497561545337013,0.00920886904359889,0.007627559770846517,-0.49961444421291457,0.6010019229261763,0.22641642163827913,0.8094752442694407,2.032671751097076
0.04,0.05468587641275132,0.06565283098619398,0.05541802367918496,-0.9275339119731941,-0.3335827993449709,-0.6558175267773565,1.2767148504877954,6.898923503624669
0.06,0.1605317491707203,0.18547625035256413,0.16188226212603293,-0.8464938185102772,0.46605116798687574,-0.7754950833892552,1.4041008034518119,11.757017116124045
0.08,0.3177653531433083,0.346402897765413,0.3188823994907653,-0.620644808954334,-0.2717482833703915,0.7709096062322512,1.2112196789609322,14.499284074864493
0.1,0.5000000000000067,0.5000000000000047,0.5000000000000286,0.30714236824586383,-0.5424589401305373,0.687211411463008,1.0765513552849537,14.072065514292552
0.12000000000000001,0.674840871586064,0.5929883623795882,0.6744219539147264,0.44947930864427876,0.6301555546661635,1.3143440863404745,0.6794627067046051,11.182210089464615
0.14,0.8164620248286923,0.5872491463303326,0.8186857949077181,0.755991673070814,0.6349459950759501,2.0351651363243484,1.2189149440856906,8.731291014931136
0.16,0.9130704570463916,0.47127862484856037,0.9213093031190419,0.522795593704974,0.19706483345456305,2.00456343685331,1.183616150024666,9.755069234625257
0.18,0.9686103390604914,0.2621322366868736,0.9807720919159809,0.9796001139214545,-0.5000305639351927,1.9379549972016905,1.2236061555806093,12.209310584947374
0.19999999999999998,0.9999999999999996,7.355227538141662e-16,1.0,0.8338401598261188,-0.6854631265873989,1.8350640273093073,1.0930694031504233,13.373198024099635
0.21999999999999997,1.0313896609395223,-0.2621322366868101,0.9807720919159579,-0.09012307743243131,-0.6301074587325298,0.87482669709244,1.1850827030441655,12.054506548146946
0.23999999999999996,1.086929542953625,-0.47127862484850686,0.9213093031190154,-0.3407475250258796,-0.15281433169523895,0.5692932621593118,1.504525376835203,9.47168110441829
0.25999999999999995,1.1835379751713202,-0.5872491463302983,0.818685794907689,-0.27977893275200977,-0.09937799986619389,0.671230798270205,1.5495346413035933,8.604236506768366
0.27999999999999997,1.3251591284139441,-0.5929883623795713,0.6744219539146957,-0.3369995249825992,-0.679050315284249,0.8469502594553867,1.6733033392100547,11.264309716906718
0.3,1.5000000000000013,-0.49999999999999717,0.4999999999999969,0.20606456620423563,-1.4682635968725823,1.3069783242476327,1.8063823835684392,14.096920292135492
0.32,1.6822346468566747,-0.34640289776543337,0.3188823994907614,0.620239863107243,-1.9032081905084568,1.664576341292094,2.3156786964569376,14.39757422345072
0.34,1.8394682508292697,-0.18547625035257742,0.16188226212603035,1.1729119091912579,-2.2017311854107238,1.7382498787991285,2.6447147639433264,11.422586640141047
0.36000000000000004,1.9453141235872446,-0.06565283098619937,0.055418023679183956,1.2476693159633325,-1.826094230557688,1.824781738125116,2.5916230730813714,6.261256239919412
0.38000000000000006,1.9925024384546621,-0.009208869043599813,0.007627559770846427,0.6495452484587312,-1.9818203950206188,2.1448633868580154,3.203514823933881,1.5185801649500963
